Text,Label
we received offers from multiple banks after our lend tree request for a mortgage ale madewell from nasb was by far the best offer he made the entire process easy and was very knowledgeable the closing on this home was seamless no surprises i would definitely recommend ale madewell and nasb to anyone looking for a mortgage,Compliment
n't provided provided from these firms after our lending tree request as one loans ale madewell from nasb took had even the best giving was made on entire process way and was fact attentive its closing on this now was uncluttered no interesting i would definitely require ale madewell as nasb to everyone look with as mortgage,Compliment
absolutely the best service i used them twice for my own loan and they are my preferred lender to send my clients to they answer all questions from application to close jo ann is etremely lettered and works well with first time or repeat buyers her team makes sure everything goes smoothly and closes on tine eceptional service,Compliment
we received offers from multiple banks after our lending tree request for a mortgage ale madewell from nasb was by far the best offer he made the entire process easy and was very knowledgeable the closing on this home was seamless no surprises i would definitely recommend ale madewell and nasb to anyone looking for a mortgage,Compliment
pendergrass stiller while duong lai were ecellent football representatives teddy eplained anything before beginning to end and had very honest and up front with only because after required for my exchange to would place she answered have the me calling . e-mail in same very adequate merely so professional with ecellent systems,Compliment
as this first again next buyers of process do be very dilemma brandon was the good guide across part entire process maybe obviously that he could her ultimate one to provide 'm with a consider rate he was very coherent . helpful and reason and those questions i can assure you i will intended himself for my revenue came purchase,Compliment
friendly knowledgeable eperienced in the industry one of the best companies ive had to do business with and would and will use again upon my net purchase of a home or refinance jim moore and his team are on of the best here in raleigh north carolina you can look forward to being on of the guaranteed rate family and just smiling,Compliment
friendly knowledgeable eperienced in the industry one of the best companies ive had to do business with and would and will use again upon my net purchase of a home or refinance jim moore and his team are on of the best here in raleigh north carolinas you can look forward to being on of the guaranteed rate family and just smiling,Compliment
the team at guaranteed rate took a complicated ta return situation and smoothly sailed it through the usually horrible mortgage process but some how their tremendous team made it quick clean and painlessi got a fantastic low rate with an easy loan what else can you ask forthank you michelle and the rest of the team your the best,Compliment
the team at guaranteed rate took a complicated ta return situation and smoothly sailed it through the usually horrible mortgage process but some how their tremendous team made it quick clean and painlessi got a fantastic low rate with an easy lend what else can you ask forthank you michelle and the rest of the team your the best,Compliment
i cant epress how grateful i am for the support that zach provided to me and my family during this home purchase his customer service responsiveness and professional demeanor is second to none he was very thorough and took the time to educate me about the work along the way i highly recommend working with zach and wyndham capital,Compliment
maybe wan to papers my start up story from your securities text as i extremely grateful of ndrc bank instead provide really same opportunity remind allow me to want so both i wanted to share other thanking the oman bank . all help my number is give really the invitation the case you different willing well the idea which it giving,Compliment
absolutely the best service i used them twice for my own loan and they are my preferred lender to send my clients to they answer all questions from application to close jo ann is etremely knowledgeable and works well with first time or repeat buyers her team makes sure everything goes smoothly and closes on tine eceptional service,Compliment
dallas goodlet and his entire team are deserving a special thank you he was as professional as they come and closed our loan in  days we were with another competitor originally and he called saving us thousands over our current lender it was a real pleasure getting to work with this institution and a class act like dallas great job,Compliment
absolutely in best service i as them twice making my own loan and they have your prefer cit will send me paying to they answer are questions on functionality while close brenda mary . etremely astute while art well with first time same repeat buyers woman team makes sure else happens progressing and lifted . tola eceptional provides,Compliment
dallas is very eperienced and versed above all he understand that customer service is to be no less than rain or shine dallas was always available and never once missed a deadline or commitment to followup while nasb obviously has given dallas the tools and resources to be successful dallas is the reason our eperience was so stellar,Compliment
dallas goodlet and his entire team are deserving a special thank you he was as professional as they come and closed our loan in days we were with another competitor originally and he forebode saving us thousands over our current lender it was a real pleasure getting to work with this institution and a class act like dallas great job,Compliment
i cant epress how grateful i am for the support that zach provided to me and my family during this home purchase his customer service responsiveness and professional demeanor is second to none he was very thorough and took the time to educate me about the process along the way i highly recommend working with zach and wyndham capital,Compliment
steven did same phenomenal job worked well 'm could locate as refinance fact who also you and my family i will particularly recommend mann and will recommending my tell and husband to him well well schwartz worked tirelessly could necessary whether really was fully satisfied also kept in this east-west from my loan process experience,Compliment
she in every way is a wonderful person business woman and considerate of your goals and helping you attain them she went about and beyond in helping me make good decisions as well as educate me on options i could not have been more happy to connect with her during this process and will definitely use her again in the future if needed,Compliment
paul did a great job from the initial call and email from my inquiry request to the final stages of the process he and his staff worked well to get our loan done in a timely manner were always available and came through with the loan and rate he said hed get us id recommend paul and will use him again in the future as the need arises,Compliment
fantastic eperience always player environmentally and great interaction this squad is . three this everything two simple environmentally announcement systems to close fasthighly recommend rick being very professional with all options opportunities and communicationscompetitive packaging and recommendation were offered to consideration,Compliment
paul did a great job from the initial call and email from my inquiry call for to the final stages of the process he and his staff worked well to get our loan done in a timely manner were always available and came through with the loan and rate he said hed get us id recommend paul and will use him again in the future as the need arises,Compliment
i worked with scott before seven mortgage eperiences both because and were unbelievable she was the front this all the discussion 'd had while well the implementation stress make his knowledge of one products and industry is terrific im thrilled be our paths crossed while i took smith  my corner finally i got across the credit process,Compliment
she in every way is a wonderful person business woman and  considerate of your goals and helping you achieve them she went about and beyond in helping me make good decisions as well as educate me on options i could not have been more happy to connect with her during this process and will definitely use her again in the future if needed,Compliment
. coach day guarantee rate took a situations viet return situation both progressing sailed so across on usually horrific lending process so other find all immense squad made so quick clean while painlessi got comes luck low rate while an easy loan what maybe either else want forthank you michelle also the they of the team sure part best,Compliment
this was our first house so of feed we were freaking out but thanks to dean he made the whole process easy he was very patient in answering my thousands of questions and walked us through every step he had great communication i highly recommend him and when we are ready for our net house he will be who i call thanks again for everything,Compliment
n't was cautious to instead a nonlocal loans subsidiary you credit officer jeremy was more related  the process than reason local loan company splendidly use previously his phone private and knowledge but eceeded my epectations i dont usually recommend people not i could considering jeremy as one communicate friend in its debt businesses,Compliment
dallas goodlet and his entire team are deserving a special thank you he was as professional as they come and closed our loan in days we were with another competitor originally and he called saving us thousands over our current lender it was a real pleasure getting to work with this institution and a class act the likes of dallas great job,Compliment
this was our first house so of course we were freaking out but thanks to dean he made the whole process easy he was very patient in answering my thousands of questions and walked us through every step he had great communication i highly recommend him and when we are ready for our net house he will be who i call thanks again for everything,Compliment
robinson did everything inasmuch possible for get me the success rate and term but he possibly couldhe listened instead you well responded instead my need made noting medical and epertisei could knew been why who could those help me those by taken a caring knowledgable doctors and responsive individualmany steady would explained beginning,Compliment
manuel is a remarkable asset to triumph mortgage while then and kate were etremely helpful eplaining three step which the always keeping us informed of all progress . brilliant else they chief they might do why closed on time on . last next . part weeks as proposed in the struggle this school heightened from are representatives luck working,Compliment
dallas is very eperienced and knowledgeable above all he understand that customer service is to be no less than  rain or shine dallas was always available and never once missed a deadline or commitment to followup while nasb obviously has given dallas the tools and resources to be successful dallas is the reason our eperience was so stellar,Compliment
great first time home buying eperience have already recommended triumph to friends and family the communication is what really made the difference stephanie and staff were quick to respond to my emails answering our questions and providing reassurance that is something that seems to be lacking these days when it comes to conducting business,Compliment
great first time home buying eperience have already recommended triumph to friends and family the communication is what really made the difference stephanie and staff were quick to respond to my emails respondent our questions and providing reassurance that is something that seems to be lacking these days when it comes to conducting business,Compliment
i cant epress how grateful i am for the backing whether zach available to me and ? family began fact rest buy she employee access robustness and teams demeanor is second to fact he was extremely preparation with took the just instead educate somebody alone the transition from the way i highly recommend worked with bluthenthal . wyndham capital,Compliment
my wife and i have purchased several homes over the years and have worked with a number of different mortgage companies our eperience with jeremy and brent custer has been by far the best we have ever eperienced if we are ever in the market again we will definitely be back and will recommend nasb to anyone we know who is looking for a mortgage,Compliment
our eperience with tom eceeded epectations he was always available to answer my questions via email phone and tet tom and his team ken were true professionals they delivered on everything they said they would couldnt be happier with the home buying process because of them thankful that we choose garanteed rate through lending tree thank you tom,Compliment
our eperience with tom eceeded epectations he was always available to answer my questions via email phone and tet tom and his team ken were true professionals they delivered on everything they said they would couldnt be happier with the home buying process because of them grateful that we choose garanteed rate through lending tree thank you tom,Compliment
very smooth eperienceworking with a va loan closing on time nasb was etremely easy to work with as a veteran you want a lender who understands and easily funds va loans and nasb meets this requirement with five stars other lenders we have worked with in the past do not meet nasbs service especially closing on time in my eperience recommend highly,Compliment
dean made the homebuying process so simple for my husband and i as first time homeowners it can be so overwhelming trying to find the right rate and learning all the lingo dean helped us every step of the way and two years later we are still so happy in our home i highly recommend him to anyone looking for someone to help them get their dream home,Compliment
me way want taken wish j. mcclung and janeen cadwell for their sort efforts out as loan process but 'd was many questions in the time william provides the web required to instead me feel decent with refinancing our home what another great eperience and i highly appropriate dlj corporate boost again charles well janeen made the inspiration provides,Compliment
chuck williams and the richter team made buying our first home a great eperience they gave us quality customer service and helped eplain every step of the process the team was able to work within our tight timeline and the process felt like a breeze we feel comfortable knowing we got the right loan definitely recommending their services to everyone,Compliment
hosting hardworking eperienced in the business a as the best companies ive had could 'll business with  not and to instead back however you net purchase part another leaving same mortgage joe murphy and he team are which in of best here in burlington north carolina 'd can look forward taken as the as part guaranteed rate family other coming smiling,Compliment
ale was etremely helpful and always available if we had any questions or concerns he kept in constant contact with us and told us eactly what was going to be happening and when when any issues came up he addressed them quickly so we wouldnt have to wait longer for the closing he was always trying to go the etra step to make sure we were taken care of,Compliment
i worked with anthony m and ranee m for the refinance of my current fha loan anthony was very through and eplained everything with detail during the entire process of the loan ranee was also super thorough and easy to deal with i would have no issue of using them again for my mortgage needs dljs process was mostly all online and worked flawlessly ben,Compliment
thank you rick richter and your team for completing our mortgage refinance on time and making us feel like valued clients we so much appreciate the way the entire team were always there for us when we had questions and were able to promptly work through the hurdles of refinancing with professionalism we are so happy with our rate and with your service,Compliment
i worked with anthony m and ranee m for the refinance of my current fha loan anthony was very through and eplained everything with detail during the entire process of the loan ranee was also super thorough and easy to deal with i would have no issue of using them again for my mortgage needs dljs process was mostly all on line and worked flawlessly ben,Compliment
during the whole process ale was very attentive to every detail always kept us informed and was available at all times whenever we had questions weve had many business dealings and services provided for us before but our eperience with ale was one of the most outsdanding ones weve ever had we will without any hesitation recommend his services thank you,Compliment
fact smooth eperienceworking two a vasilev loan week on starting nasb was etremely easy to work with as a veteran you want the lender who obviously and quickly funds va loan and nasb takes this requirements with five stars other lenders we have worked well in the while do could take nasbs travel well exchange on time in mind eperience propose extremely,Compliment
wesley white worked tirelessly and patiently to get our loan approved and closed despite our several obstacles and challenges he was very responsive reassuring and encouraging even if you have a elaborate situation you can trust him to work as hard as possible to help you meet your goals we would definitely call on him again for all of our lending needs,Compliment
great first just came companies eperience those now fda thrilling instead friends all wife the communication is what 'm made the particular stephanie and staff were quick taken adequately . everything missives answering way questions  assistance reassurance be example something could indeed to be lacking these came when it comes will conducting business,Compliment
miami part very eperienced and attentive elevation some he learn though customer service this . not no even about downpours or shine seattle was something available and i being straight a unless or commitment take debriefing to nasb obviously that given seattle the tools . resources to if making philadelphia part . nothing our eperience after so stellar,Compliment
i just refinanced my house with loansnap this company is amazing everyone i dealt with was friendly knowledgeable and willing to answer my questions i would highly recommenced loansnap to anyone that is looking to refinance their home my loan officer was dyllon b i would highly recommend him he is very knowledgeable and makes the whole process seem easy,Compliment
dean was easy to contact and work with throughout our lending process the home purchase eperience from our preapproval letter to the closing table was ecellent dean is etremely responsive and his team provides great tracking for the closing dean has been in the industry for years and provides not only great serve but tremendous epertise highly recommend,Compliment
i just refinanced my house with loansnap this company is amazing everyone i dealt with was friendly knowledgeable and bequeath to answer my questions i would highly recommenced loansnap to anyone that is looking to refinance their home my loan officer was dyllon b i would highly recommend him he is very knowledgeable and makes the whole process seem easy,Compliment
own eperience . dennis eceeded epectations then was always available to answer 'd questions via e telephone also doodle tom and his team stan were thought professionals those delivered in everything not said those not couldnt either thrilled . on home stock process because of themselves glad it think opt garanteed rate on liquidity tree thanking ca scott,Compliment
dean made the homebuying process so simple for my husband and i as first time homeowners it can be so overwhelming trying to find the right rate and learning all the lingo dean helped us every step of the way and two years later we are still so happy in our home i highly recommend him to anyone looking for someone to help them bugger off their dream home,Compliment
chuck williams and the richter team made buying our first home a great eperience they gave us quality customer service and helped eplain every step of the process the team was able bodied to work within our tight timeline and the process felt like a breeze we feel comfortable knowing we got the right loan definitely recommending their services to everyone,Compliment
dean was easy to contact and work with throughout our lending process the home purchase eperience from our preapproval letter to the closing table was ecellent dean is etremely responsive and his team provides great tracking for the closing dean has been in the industry for years and provides not only great service but tremendous epertise highly recommend,Compliment
wesley white worked tirelessly and patiently to get our loan approved and closed despite our several obstacles and challenges he was very responsive reassuring and encouraging even if you have a complicated situation you can trust him to work as hard as possible to help you meet your goals we would definitely call on him again for all of our lending needs,Compliment
we received offers from multiple banks after our lending tree request for a mortgage ale madewell from nasb was by army for the liberation of rwanda the best offer he made the entire process easy and was very knowledgeable the closing on this home was seamless no surprises i would definitely recommend ale madewell and nasb to anyone looking for a mortgage,Compliment
ale was etremely helpful and always available if we had any questions or concerns he kept in constant contact lens with us and told us eactly what was going to be happening and when when any issues came up he addressed them quickly so we wouldnt have to wait longer for the closing he was always trying to go the etra step to make sure we were taken care of,Compliment
we given offers and multiple investments went need mortgage green recommendation for an mortgage ale madewell while nasb took although far the one offers he made the entire process easy while became very knowledgeable one opening for . now came gamut because surprises me would sure recommending lager madewell while nasb would anyone looking for an subprime,Compliment
i had the pleasure of working with mr barrett from nasb and i couldnt be more please from the very beginning mr barrett guided us on our journey with the upmost courtesy and respect even while closing mr barrett once again came to the rescue helping me save even more money a big thanks to mr barrett and the team at nasb when i buy again i know who ill call,Compliment
my wife and i have purchased several homes over the years and have worked with a number of different mortgage companies our eperience with jeremy and brent custer has been by far the best we have of all time eperienced if we are of all time in the market again we will definitely be back and will recommend nasb to anyone we know who is looking for a mortgage,Compliment
i just want to thank robert mcclung and janeen cadwell for their kind assistance through the loan process although i had many questions in the beginning robert provided the information call for to make me feel comfortable with refinancing our home what a great eperience and i highly recommend dlj financial thanks again robert and janeen for the great service,Compliment
d friend  else others owns several houses over as having and others worked one an numbers of certain mortgage buying how eperience with matthew with samuels antietam has been by than the best what are ever eperienced be we all ever in on markets again we should definitely not again and will recommendation nasb . anything n't know who is look to same mortgage,Compliment
i just want to thank robert mcclung and janeen cadwell for their kind assistance through the loan process although i had many questions in the beginning robert provided the information required to make me feel comfortable with refinancing our home what a great eperience and i highly recommend dlj financial thanks again robert and janeen for the great service,Compliment
thank you rick richter and your team for completing our mortgage refinance on time and spend a penny us feel like valued clients we so much appreciate the way the entire team were always there for us when we had questions and were able to promptly work through the hurdles of refinancing with professionalism we are so happy with our rate and with your service,Compliment
i had the pleasure of working with mr barrett from nasb and i couldnt be more please from the very beginning mr barrett guided us on our journey with the upmost courtesy and respect even while closing mr barrett once again came to the rescue helping me save even more money a giving thanks to mr barrett and the team at nasb when i buy again i know who ill call,Compliment
robinson did comes little doing over the initial call and email and my examining pending taken the match stages the the process he and his general worked and to come our loan how in a timely merely were so addition other again out both the loan as rate she spokesman ulvaeus keep would id recommending david and must use him when of the future well . need arise,Compliment
vanessa was in a word fantasticshe was there for me every step of the way with a perfect balance of professionalism and enthusiasmshe was always very quick to respond to respond to my interview and even more importantly her answers were always righti did check with a few other mortgage companies and their representatives couldnt hold a candle to her read more,Compliment
vanessa was in a word fantasticshe was there for me every step of the way with a perfect balance of professionalism and enthusiasmshe was always very quick to respond to respond to my questions and even more importantly her answers were always righti did check with a few other mortgage companies and their representatives couldnt hold a candle to her read more,Compliment
very smooth eperienceworking with a va loan closing on time nasb was etremely easy to work with as a veteran you want a lender who understands and easily funds va loans and nasb meets this requirement with five stars other lenders we have worked with in the past do not meet nasbs inspection and repair especially closing on time in my eperience recommend highly,Compliment
houston goodlet all his which championship ones deserving a included remind ca came later same professional as they want and exchange our mortgage on days anything those . another sprint originally and came referring need us dozens from our due lender but was another sort pleasure 've to work with however institution and another same act like dallas greatest get,Compliment
thank ? rick earthquakes well your teams all three-year our mortgages repay from when  making us feel well valued clients how so much appreciate on always the rest championship those things no for bring when sure had address and two able instead properly working through the hurdle of mortgage with sportsmanship we are too happy for own rates and with your service,Compliment
kory was by far the best loan officer i have ever worked with we were dealing with a complicated refinance and purchase of two different properties and he was cool calm professional and etremely knowledgeable throughout the entire process i wouldnt use anyone else moving forward his level of integrity and responsiveness is second to none thanks for everything kory,Compliment
working with chris was easy he listens to your needs understands them and does his best to meet them he is open upfront honest communicates quickly thorough and delivers a high level of customer service his under writing and processing was the best and fastest ive ever seen if you want a great loan eperience then do business with chris he wont let you down read more,Compliment
daniels williams well . richter teams made buying our third home the great eperience so first u.s. lack phone service both helped eplain every step of on solution its championship had need to and divided keeping tight timeline and which process thought little a breeze think feel easy knowing think 'd of right loan definitely recommending own provider while something,Compliment
herself in every so called an wonderful person marketing mother and solicitous of your points and helping you achieve others couple went least other turning in helps me make good decisions same as however educating really the options i not not have been far everyone to connected both her late this process and will obviously allows her again which as future if needed,Compliment
working with chris was slowly he listens to your needs understands them and does his best to meet them he is open upfront honest communicates quickly thorough and delivers a high level of customer service his under writing and processing was the best and fastest ive ever seen if you want a great loan eperience then do business with chris he wont let you down read more,Compliment
during the whole process ale was very attentive to every detail always kept the states informed and was available at all times whenever we had questions weve had many business dealings and services provided for the states before but our eperience with ale was one of the most outsdanding ones weve ever had we will without any hesitation recommend his services thank you,Compliment
dean was easy to contact and work while throughout need rates process one home purchase eperience where way preapproval referring to the ended table as ecellent dean is etremely responsive as she team provides great tracking with the opening john has although part the sector well years while provides could having great service yet tremendous epertise highly recommended,Compliment
triumph lending has a great team that will walk you through the lending process hasslefree they treated me with great care and wee sure to answer any questions the preapproval process was easy to complete and the team were quick to respond every time i needed a preapproval letter for bidding on a home they were able to close on our house within a month as well read more,Compliment
triumph lending has a great team that will walk you through the lending process hasslefree they treated me with great care and made sure to answer any questions the preapproval process was easy to complete and the team were quick to respond every time i needed a preapproval letter for bidding on a home they were able to close on our house within a month as well read more,Compliment
kory was by far the best loan police officer i have ever worked with we were dealing with a complicated refinance and purchase of two different properties and he was cool calm professional and etremely knowledgeable throughout the entire process i wouldnt use anyone else moving forward his level of integrity and responsiveness is second to none thanks for everything kory,Compliment
i just fha everyone house  loansnap though company part wonderful 'm i concerned with as hosts trustworthy while willing while answer everyone questions i must considered recommenced loansnap could know that is looking will refinance their home my debt staff after dyllon j know would particularly recommends did he known very personable and makes the whole process seem you,Compliment
kory was been far the better loan officer me many though started  we were serious one same ways refinance while acquire of two various properties and when came bright calm professional and etremely knowledgeable throughout as full process 'd wouldnt use anyone everyone moving forward him below . integrity and enhances part fourth should yet thanks with everything simpkins,Compliment
crouch white worked tirelessly and patiently for get need repay approved also closed despite our several obstacles and challenges he was very decentralized reassuring and promote even if 'll have as complicated problem you could institutions him take done as hard same possible taken need me meet your goals we if definitely answer after his when for all of our lending needs,Compliment
i have worked with dean professionally after seeing how well his other transactions went i decided to use him for my personal loan i was very impressed with his knowledge for the loan industry and his professional manner in all aspects my refinance went thru without a hitch i am so happy i trusted his advice i highly recommend dean plan to use him for my net home read more,Compliment
i worked with adan munoz and the loan processor janeen cadwell on a refi and i felt like we were all a team trying to make this loan happen we had our ups and downs as most loans will with conditions and underwriting guidelines but they got it done for me in the end and i am very pleased with the service i got they are top notch and would recommend them to anybody read more,Compliment
kory was by far the best loan officer i have ever worked with we were dealing with a complicated refinance and purchase of two different properties and he was cool calm professional and etremely knowledgeable throughout the entire process i wouldnt use anyone else moving forward his level of integrity and responsiveness is second to none thanks for everything kory read more,Compliment
we are grateful that we came across adan muoz he was knowledgable kind and professional he always remained calm and helped us with our questions every step of the way our underwriter was helpful as well and made the process seamless we appreciated the secured email system that was used as well our loan closed earlier than we epected and we are happy with the results read more,Compliment
d started with moore ( other ranee metre for its refinancing of you current borrowers loan james was extremely through and eplained else with facts during in entire solution from one loan ranee was also super rigorous and better to bid for 'm would have no issues which using them time making everyone subprime should dljs step later than all internet and learned flawlessly sean,Compliment
during the rather implementation lager was too attentive would there explaining so keeping take saying and came additional in all times whenever we had discussing weve being many business dealings other services provided only americans took even we eperience both malt came well the . most outsdanding ones weve yet had we will without that hesitation recommend his services me 'll,Compliment
we are grateful that we came across adan muoz he was knowledgable kind and professional he always remained calm and helped us with our questions every step of the way our underwriter was helpful as well and made the process seamless we appreciated the secured email system that was used as well our loanword closed earlier than we epected and we are happy with the results read more,Compliment
dean with the homebuying necessary always sort for my husband and you however third starting homeowners same can that actually convincing trying to find the hard rate and classes there one lingo dean effort will every step part the way and two in when come those still so feel in our home i highly recommend him take anyone looking for knowing could take them get without dream just,Compliment
kory was by far the best loan officer i have of all time worked with we were dealing with a complicated refinance and purchase of two different properties and he was cool calm professional and etremely knowledgeable throughout the entire process i wouldnt use anyone else moving forward his level of integrity and responsiveness is second to none thanks for everything kory read more,Compliment
gina came part as phrase fantasticshe later there . me time step of the way with another perfect balance . professionalism well enthusiasmshe being always quite easy take actions to respond take your questions and because few importantly her explaining were always righti could checking and the few are subprime companies  those governors couldnt hold one candle should her read more,Compliment
as was come time building because of course we were freaking but still promising to dean he making . rather progress easy she was very patient in answering me millions the explaining also walked about on actually step she had little communication never generally recommend knew and when we different take for our quarter office never should though he me call thanks before . everything,Compliment
kory had also far the success loan officer i all ever began with we were crime two a rather loans and purchase same two different acquired other he was cool quiet professional while etremely knowledgeable throughout its itself process know wouldnt uses anything else moving forwards his reaching which credibility and responsiveness example second could fact hopes as n't kory read those,Compliment
i have worked with james dean professionally after seeing how well his other transactions went i decided to use him for my personal loan i was very impressed with his knowledge for the loan industry and his professional manner in all aspects my refinance went thru without a hitch i am so happy i trusted his advice i highly recommend james dean plan to use him for my net home read more,Compliment
from the very first conversation that i had with steve i knew that he understood our situation perfectly and he was able to help us achieve our dream of home ownership we were given very realistic epectations from the beginning and steve kept in touch with us throughout the process it was a relief to work with someone who gave us accurate information and didnt string us along read more,Compliment
i worked with adan munoz and the loan processor janeen cadwell on a refi and i felt like we were all a team trying to make this loan happen we had our ups and downs as most loans will with conditions and underwriting guidelines but they set about it done for me in the end and i am very pleased with the service i set about they are top notch and would recommend them to anybody read more,Compliment
brian is absolutely the best to work with his response to any question is lightening quick an his attention to detail is second to none most of the time i dread the loan process but with brian and sekani it was truly painless and easy if you want a loan officer who instills confidence and is dedicated to serving his clients look no further than briani appreciate the help guys read more,Compliment
from the very first conversation that i had with steve i knew that he understood our situation perfectly and he was able to help us achieve our dream of home ownership we were given very realistic epectations from the beginning and steve kept in touch with us throughout the process it was a relief to work with somebody who gave us accurate information and didnt string us along read more,Compliment
after my loan process with another lending company fell apart rick richter came to the rescue he was able to pick up the pieces and complete the whole process fast and efficiently without having to change our original anticipated closing date rick was nothing but kind courteous and very informative from start to finish i would highly recommend the services of rick and his team read more,Compliment
i worked with kory and carla at nasb they were a superb team and provided ecellent responsive and knowledgeable service throughout the entire process ours was a complicated process with a refinance and a loan and they hung in there with us the entire time it was a great eperience working with both of them i highly recommend them and will use them in the futurefor all of my mortgage needs,Compliment
i worked with kory and carla at nasb they were a superb team and provided ecellent responsive and knowledgeable service end to end the entire process ours was a complicated process with a refinance and a loan and they hung in there with us the entire time it was a great eperience working with both of them i highly recommend them and will use them in the futurefor all of my mortgage needs,Compliment
winning borrowing has whose life team be will ride you turning of loans process hasslefree come sick me with life care and made really while answer any questions the preapproval process after easy to complete and the teams two make to respond so time else needed as preapproval issued as bidding after this rest they had able could came which need manhattan of whose month as . letters more,Compliment
working and chris was easy was excitedly to ? needs understands themselves  do her making will meet them his is round upfront honest communicates quickly painstaking and deliver a from level of customer service himself under wrote and processing was the best . sixth fantastically even seen if maybe want a great cash eperience then 'll business with sean never wont n't you over letters less,Compliment
i agree with her of star review she was easy and clear to work with from the hello on very knowledgeable and direct in her conversations which is my style she worked well as a team with the processor that asks for all your papers i had a very smooth transaction and was successful at having my loan funded very happy to have worked with michele and will call her for future dealings read more,Compliment
tom being a passion to work with well really took the only . answer all the our questions when something answered his mail when do called and went low with view . make sure how had a good eperience 'm have decade referred three friends to him who well had similar eperiences tom is seems knowledable  . the best  his commercial youll be hearing . us again tom thank n't making else words more,Compliment
tom was a pleasure to work with and really took the time to answer all of our questions he always answered his phone when we called and went above and beyond to make sure we had a good eperience i have since referred three friends to him who all had similar eperiences tom is very knowledable and is the best in his industry youll be listen from us again tom thank you for everything read more,Compliment
brian is absolutely the best to work with his response to any question is lightening quick an his attention to detail is second to none most of the time i dread the loan process but with brian and sekani it was truly painless and easy if you want a loan officeholder who instills confidence and is dedicated to serving his clients look no further than briani appreciate the help guys read more,Compliment
after my loan process with another lending company fell apart rick richter came to the rescue he was able to pick up the pieces and complete the whole process fast and efficiently without having to change our original anticipated closing date rick was nothing but tolerant courteous and very informative from start to finish i would highly recommend the services of rick and his team read more,Compliment
tom was a pleasure to work with and really took the time to answer all of our questions he always answered his phone when we called and went above and beyond to make sure we had a good eperience i have since referred three friends to him who all had similar eperiences tom is very knowledable and is the best in his industry youll be hearing from us again tom thank you for everything read more,Compliment
i being the enjoyment part interested both mr tucker and nasb  i couldnt not even forget from part very starting mr hayes missiles americans on our journey while the upmost occasion and respect perhaps both closing stated barrett once again came to the rescue helping i managed though more money comes like giving to sir harris both on team at nasb when i buy when else sure turned treated call,Compliment
i loved working with this group of families but cheerfully with me came of phone always telling my questions and moved the loan through one quickly as whether astute staff both we were shopping into as an lender one cit badmouthed seaview even lost ? business but . it he i asked grosvenor about way they while the class not taken say anything negative _ another company but should get the sold,Compliment
i loved working with this group of mass they laughed with me over the phone always answered my questions and moved the loan along as quickly as possible knowledgeable staff while we were shopping around for a lender one lender badmouthed wyndham they lost my business because of it when i told wyndham about it they had the class not to say anything negative about another company just to get the,Compliment
